Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
D,,2007-03-01,,8.8,6,1.4,1.4,10,,50,0:00,Not Recorded,,,10,2007
D,,2007-04-06,0,7.1,6,1,1.3,14,,46,0:00,Not Recorded,,,7.777777778,2007
D,,2007-04-19,0,,6.5,1,1.3,12,,52,0:00,Not Recorded,,,11.11111111,2007
D,,2007-05-03,0,5.9,6.5,0.9,2,20,,59,0:00,Not Recorded,,,15,2007
D,,2007-05-31,0,,6.5,1,1.1,27,,74,0:00,Not Recorded,,,23.33333333,2007
D,,2007-06-14,0,5.9,6.5,0.9,1.1,21,,67,0:00,Not Recorded,,,19.44444444,2007
D,,2007-07-05,0,3.9,6.5,0.5,0.9,24,,82,0:00,Not Recorded,,,27.77777778,2007
D,,2007-07-19,0,5.2,,0.8,0.9,29,,80,0:00,Not Recorded,,,26.66666667,2007
D,,2007-08-02,0,,7.5,0.8,1.1,31,,81,0:00,Not Recorded,,,27.22222222,2007
D,,2007-08-21,0,5.7,7,0.7,0.9,28,,80,0:00,Not Recorded,,,26.66666667,2007
D,,2007-09-06,0,,8.5,0.75,0.9,28,,83,0:00,Not Recorded,,,28.33333333,2007
D,,2007-09-27,0,4.1,8.5,0.5,0.8,26,,73,0:00,Not Recorded,,,22.77777778,2007
D,,2007-10-11,0,3.3,7,0.6,0.9,22,,66,0:00,Not Recorded,,,18.88888889,2007
D,,2007-10-18,0,,,0.75,0.85,23,,70,0:00,Not Recorded,,,21.11111111,2007
D,,2007-11-01,0,5.9,7,0.75,1,28,,68,0:00,Not Recorded,,,20,2007
D,,2007-11-12,,,7,0.8,1.1,18,,56,0:00,Not Recorded,,,13.33333333,2007
D,,2007-12-06,0,8.7,7,1,1,5,,37,0:00,Not Recorded,,,2.777777778,2007
D,,2007-12-20,0,6.3,6,1.1,1.1,7,,40,0:00,Not Recorded,,,4.444444444,2007
Bay,,2007-01-04,0,9,6.5,0.6,0.6,12,,54,0:00,S. Poe,,,12.22222222,2007
Bay,,2007-01-18,0,10.1,6.5,0.2,0.2,6,,47,0:00,S. Poe,,,8.333333333,2007
Bay,,2007-02-02,0,8.1,6.5,0.45,0.45,5,,42,0:00,S. Poe,,,5.555555556,2007
Bay,,2007-02-15,0,9.3,6.5,0.3,0.3,3,,26,0:00,S. Poe,,,-3.333333333,2007
Bay,,2007-03-01,,7.2,6.5,0.3,0.4,9,,48,0:00,S. Poe,,,8.888888889,2007
Bay,,2007-03-21,0,8.7,6.5,0.3,0.37,11,,51,0:00,S. Poe,,,10.55555556,2007
Bay,,2007-04-06,0,9.9,6.5,0.4,0.45,11,,46,0:00,S. Poe,,,7.777777778,2007
Bay,,2007-04-19,0,8.7,6.5,0.1,0.2,13,,57,0:00,S. Poe,,,13.88888889,2007
Bay,,2007-05-03,0,7.2,6.5,0.4,0.7,19,,59,0:00,S. Poe,,,15,2007
Bay,,2007-05-24,0,6.9,7,0.5,0.6,20,,65,0:00,S. Poe,,,18.33333333,2007
Bay,,2007-05-31,0,,6.5,0.45,0.65,24,,74,0:00,S. Poe,,,23.33333333,2007
Bay,,2007-06-14,0,8.8,6.5,7.4,7.4,20,,67,0:00,S. Poe,,,19.44444444,2007
Bay,,2007-07-05,0,,7.5,0.9,1,28,,74,0:00,S. Poe,,,23.33333333,2007
Bay,,2007-07-19,0,4.7,7,0.3,0.7,27,,80,0:00,S. Poe,,,26.66666667,2007
Bay,,2007-08-02,0,3.2,8,0.45,0.55,28,,78,0:00,S. Poe,,,25.55555556,2007
Bay,,2007-08-21,0,5.1,7.5,0.4,0.8,26,,80,0:00,S. Poe,,,26.66666667,2007
Bay,,2007-09-06,0,4.2,8.5,0.5,0.65,25,,81,0:00,S. Poe,,,27.22222222,2007
Bay,,2007-09-27,0,3.2,8,0.5,0.9,25,,73,0:00,S. Poe,,,22.77777778,2007
Bay,,2007-10-11,0,3.2,7,0.4,0.7,23,,65,0:00,S. Poe,,,18.33333333,2007
Bay,,2007-10-18,0,4.2,,0.4,0.8,21,,70,0:00,S. Poe,,,21.11111111,2007
Bay,,2007-11-01,0,3.7,7,0.4,0.7,28,,68,0:00,S. Poe,,,20,2007
Bay,,2007-11-12,0,4.1,7,0.55,0.6,13,,57,0:00,S. Poe,,,13.88888889,2007
Bay,,2007-12-06,0,6.8,7,0.25,0.25,5,,37,0:00,S. Poe,,,2.777777778,2007
Bay,,2007-12-20,0,6.3,7,0.4,0.6,6,,39,0:00,S. Poe,,,3.888888889,2007
A,,2008-01-03,0,,6.5,1,1.3,4,,29,0:00,Not Recorded,,,-1.666666667,2008
A,,2008-01-17,1,,6.5,1.2,1.3,6,,42,0:00,Not Recorded,,,5.555555556,2008
A,,2008-02-07,0,,6.5,0.2,0.9,15,,61,0:00,Not Recorded,,,16.11111111,2008
A,,2008-02-19,0,5.1,6.5,0.7,2.1,12,,46,0:00,Not Recorded,,,7.777777778,2008
A,,2008-03-07,0,,6.5,0.9,0.9,4,,45,0:00,Not Recorded,,,7.222222222,2008
A,,2008-03-21,0,4.8,6.5,0.8,1.5,15,,48,0:00,Not Recorded,,,8.888888889,2008
A,,2009-04-03,0,,7,0.5,1.2,14,,48,0:00,Not Recorded,,,8.888888889,2009
A,,2008-04-17,0,4,6.5,0.5,1.2,16,,59,0:00,Not Recorded,,,15,2008
A,,2008-05-22,0,4.3,7,0.6,1,22,,67,0:00,Not Recorded,,,19.44444444,2008
A,,2008-06-05,0,,8.2,0.6,0.8,28,,79,0:00,Not Recorded,,,26.11111111,2008
A,,2008-06-19,1,5.2,7,0.6,0.7,27,,,N/A,Not Recorded,,,-17.77777778,2008
A,,2008-07-03,1,,7,0.8,0.1,29,,86,0:00,Not Recorded,,,30,2008
A,,2008-07-21,1,3.8,6.5,0.7,1.3,32,,85,0:00,Not Recorded,,,29.44444444,2008
A,,2008-08-07,0,,6.5,0.6,1,29,,80,0:00,Not Recorded,,,26.66666667,2008
A,,2008-08-21,,,6.5,0.7,0.9,26,,75,0:00,Not Recorded,,,23.88888889,2008
A,,2008-09-09,1,,,0.5,1,28,,74,0:00,Not Recorded,,,23.33333333,2008
A,,2008-09-23,1,6.6,7,0.5,0.5,20,,68,0:00,Not Recorded,,,20,2008
A,,2008-10-09,0,,6.5,0.8,1,21.5,,70,0:00,Not Recorded,,,21.11111111,2008
A,,2008-10-28,1,,7,0.9,0.9,13,,45,0:00,Not Recorded,,,7.222222222,2008
A,,2008-11-06,1,6.8,6.5,0.8,0.85,15,,60,0:00,Not Recorded,,,15.55555556,2008
A,,2008-11-18,1,,6.5,0.5,0.5,8.5,,42,0:00,Not Recorded,,,5.555555556,2008
A,,2008-12-04,1,,6.5,1.6,1.7,8,,48,0:00,Not Recorded,,,8.888888889,2008
A,,2008-12-16,1,,6.5,0.55,0.55,10,,49,0:00,Not Recorded,,,9.444444444,2008
B,,2008-01-03,0,,7,0.4,0.4,0,,29,0:00,Not Recorded,,,-1.666666667,2008
B,,2008-01-17,1,4.9,7,0.7,0.9,5,,42,0:00,Not Recorded,,,5.555555556,2008
B,,2008-02-07,0,,7,0.45,0.45,15,,61,0:00,Not Recorded,,,16.11111111,2008
B,,2008-02-19,0,6.2,,0.53,0.53,12,,47,0:00,Not Recorded,,,8.333333333,2008
B,,2008-03-07,0,,7,,,5,,45,,Not Recorded,,,7.222222222,2008
B,,2008-03-21,0,6.9,8,0.6,0.6,13,,49,0:00,Not Recorded,,,9.444444444,2008
B,,2008-04-03,0,,8.5,0.2,0.6,14,,48,0:00,Not Recorded,,,8.888888889,2008
B,,2008-04-17,0,5.3,8.5,0.55,0.55,13,,59,0:00,Not Recorded,,,15,2008
B,,2008-05-08,0,,6.5,0.3,1,22,,70,0:00,Not Recorded,,,21.11111111,2008
B,,2008-05-22,0,5.2,7,0.4,0.4,22,,68,0:00,Not Recorded,,,20,2008
B,,2008-06-05,0,,8,0.4,0.4,27,,79,0:00,Not Recorded,,,26.11111111,2008
B,,2008-06-19,1,5.9,7.5,0.2,0.4,26,,,N/A,Not Recorded,,,-17.77777778,2008
B,,2008-07-03,1,,7,0.3,0.3,28,,87,0:00,Not Recorded,,,30.55555556,2008
B,,2008-07-21,1,2.8,7.5,2.5,2.5,30,,85,0:00,Not Recorded,,,29.44444444,2008
B,,2008-08-07,0,,8.5,0.35,0.35,28,,80,0:00,Not Recorded,,,26.66666667,2008
B,,2008-08-21,,,7,0.2,0.2,26,,75,0:00,Not Recorded,,,23.88888889,2008
B,,2008-09-09,1,,,0.2,0.2,28,,74,0:00,Not Recorded,,,23.33333333,2008
B,,2008-09-23,2,3.9,7,0.1,0.2,20,,68,0:00,Not Recorded,,,20,2008
B,,2008-10-09,0,,6.5,0.2,0.3,21,,70,0:00,Not Recorded,,,21.11111111,2008
B,,2008-10-28,1,,7.5,0.3,0.3,11,,45,0:00,Not Recorded,,,7.222222222,2008
B,,2008-11-06,3,7,7.5,0.3,0.3,15,,60,0:00,Not Recorded,,,15.55555556,2008
B,,2008-11-18,1,,7,0.4,0.5,7,,42,0:00,Not Recorded,,,5.555555556,2008
B,,2008-12-04,0,,,0.4,0.4,8,,47,0:00,Not Recorded,,,8.333333333,2008
B,,2008-12-16,1,,7,0.6,0.6,11,,49,0:00,Not Recorded,,,9.444444444,2008
C,,2008-01-03,0,,7,0.65,0.7,0,,29,0:00,Not Recorded,,,-1.666666667,2008
C,,2008-01-17,1,,7,0.6,0.6,5,,42,0:00,Not Recorded,,,5.555555556,2008
C,,2008-02-07,0,4.3,7,0.7,0.7,16,,61,0:00,Not Recorded,,,16.11111111,2008
C,,2008-02-19,0,,7,0.7,0.7,12,,48,0:00,Not Recorded,,,8.888888889,2008
C,,2008-03-07,0,5.2,7,0.6,0.6,4,,45,0:00,Not Recorded,,,7.222222222,2008
C,,2008-03-21,0,,8,0.5,0.5,14,,49,0:00,Not Recorded,,,9.444444444,2008
C,,2008-04-03,0,6.5,7,0.3,0.5,13,,48,0:00,Not Recorded,,,8.888888889,2008
C,,2008-05-08,0,2.3,7,0.4,0.6,20,,70,0:00,Not Recorded,,,21.11111111,2008
C,,2008-05-22,0,,7,0.45,0.6,22,,68,0:00,Not Recorded,,,20,2008
C,,2008-06-05,0,5.4,8,0.25,0.4,29,,78,0:00,Not Recorded,,,25.55555556,2008
C,,2008-06-19,2,,8.5,0.25,0.5,27,,,N/A,Not Recorded,,,-17.77777778,2008
C,,2008-07-03,1,5.1,7,0.4,0.4,29,,87,0:00,Not Recorded,,,30.55555556,2008
C,,2008-07-21,1,,8,0.3,0.4,31,,85,0:00,Not Recorded,,,29.44444444,2008
C,,2008-08-07,2,,7,0.35,0.35,28,,80,0:00,Not Recorded,,,26.66666667,2008
C,,2008-08-21,,5.5,8,0.2,0.2,5.5,,75,0:00,Not Recorded,,,23.88888889,2008
C,,2008-09-09,1,3.1,7.5,0.2,0.2,28,,74,0:00,Not Recorded,,,23.33333333,2008
C,,2008-09-23,1,,8,0.1,0.1,21,,68,0:00,Not Recorded,,,20,2008
C,,2008-10-09,0,3.9,8,0.2,0.2,21,,70,0:00,Not Recorded,,,21.11111111,2008
C,,2008-10-28,1,6.3,8,0.4,0.5,10,,45,0:00,Not Recorded,,,7.222222222,2008
C,,2008-11-06,2,,7.5,0.3,0.3,15,,60,0:00,Not Recorded,,,15.55555556,2008
C,,2008-11-18,1,6.3,7,0.5,0.5,8,,41,0:00,Not Recorded,,,5,2008
C,,2008-12-04,0,7.1,6,0.9,1.5,8,,47,0:00,Not Recorded,,,8.333333333,2008
C,,2008-12-16,1,6.4,7.5,0.3,0.5,10,,49,0:00,Not Recorded,,,9.444444444,2008
D,,2008-01-03,0,,6.5,0.8,0.9,3,,29,0:00,Not Recorded,,,-1.666666667,2008
D,,2008-01-17,1,5.1,6.5,0.9,1.3,6,,42,0:00,Not Recorded,,,5.555555556,2008
D,,2008-02-07,0,6.5,6.5,1.9,1.9,15,,62,0:00,Not Recorded,,,16.66666667,2008
D,,2008-02-19,0,,6.5,1.2,1.3,12,,48,0:00,Not Recorded,,,8.888888889,2008
D,,2008-03-07,0,8.1,6.5,1.2,2,4,,45,0:00,Not Recorded,,,7.222222222,2008
D,,2008-03-21,0,,6.5,0.9,1.5,13,,49,0:00,Not Recorded,,,9.444444444,2008
D,,2008-04-03,0,7,6.5,0.7,1.3,12,,47,0:00,Not Recorded,,,8.333333333,2008
D,,2008-04-17,0,,6.5,0.95,1.2,25,,60,0:00,Not Recorded,,,15.55555556,2008
D,,2008-05-08,0,2.2,6,0.3,1.5,20,,70,0:00,Not Recorded,,,21.11111111,2008
D,,2008-05-22,0,,6.5,0.6,1.5,22,,68,0:00,Not Recorded,,,20,2008
D,,2008-06-05,0,5,7,0.7,1.3,28,,83,0:00,Not Recorded,,,28.33333333,2008
D,,2008-06-19,1,,6.5,0.5,1.3,25,,,N/A,Not Recorded,,,-17.77777778,2008
D,,2008-07-03,1,4.6,7,0.6,1.2,27,,83,0:00,Not Recorded,,,28.33333333,2008
D,,2008-07-21,1,,7.5,0.9,1.2,32,,85,0:00,Not Recorded,,,29.44444444,2008
D,,2008-08-07,0,5,6.5,0.7,1.2,28,,79,0:00,Not Recorded,,,26.11111111,2008
D,,2008-08-21,,5.1,6.5,0.6,1.3,26,,75,0:00,Not Recorded,,,23.88888889,2008
D,,2008-09-09,1,6,6.5,0.7,1.2,27,,73,0:00,Not Recorded,,,22.77777778,2008
D,,2008-09-23,0,,7,0.1,0.15,20,,68,0:00,Not Recorded,,,20,2008
D,,2008-10-09,0,6,6.5,1,1.4,21,,69,0:00,Not Recorded,,,20.55555556,2008
D,,2008-10-28,1,8.1,6.5,1.2,1.4,12,,45,0:00,Not Recorded,,,7.222222222,2008
D,,2008-11-06,2,,6.5,1,1.2,15,,60,0:00,Not Recorded,,,15.55555556,2008
D,,2008-11-18,1,6,6.5,0.7,1.4,10,,41,0:00,Not Recorded,,,5,2008
D,,2008-12-04,0,,6.5,0.35,0.35,7,,47,0:00,Not Recorded,,,8.333333333,2008
D,,2008-12-16,1,6.4,6.5,0.7,1.5,11,,49,0:00,Not Recorded,,,9.444444444,2008
Bay,,2008-01-03,0,,7,0.2,0.4,1,,29,,S. Poe,,,-1.666666667,2008
Bay,,2008-01-17,1,7.1,7,0.3,0.3,6,,42,0:00,S. Poe,,,5.555555556,2008
Bay,,2008-02-07,0,3,7,0.2,0.8,15,,61,0:00,S. Poe,,,16.11111111,2008
Bay,,2008-02-19,0,5.3,7,0.3,0.7,11,,45,0:00,S. Poe,,,7.222222222,2008
Bay,,2008-03-07,0,4,7,0.3,0.7,5,,45,0:00,S. Poe,,,7.222222222,2008
Bay,,2008-03-21,0,7.5,7,0.2,0.7,12,,48,0:00,S. Poe,,,8.888888889,2008
Bay,,2008-04-03,1,7.9,7,0.3,0.4,12,,47,0:00,S. Poe,,,8.333333333,2008
Bay,,2008-04-17,0,6.4,7,0.25,0.25,12,,59,0:00,S. Poe,,,15,2008
Bay,,2008-05-08,0,5.3,7,0.3,1,20,,70,0:00,S. Poe,,,21.11111111,2008
Bay,,2008-05-22,0,,7,0.6,0.85,19,,67,0:00,S. Poe,,,19.44444444,2008
Bay,,2008-06-05,0,4.9,7.2,0.6,0.88,26,,83,0:00,S. Poe,,,28.33333333,2008
Bay,,2008-06-19,4,6.2,7,0.5,0.6,24.5,,75,0:00,S. Poe,,,23.88888889,2008
Bay,,2008-07-03,1,7.3,8,0.4,0.4,26,,81,0:00,S. Poe,,,27.22222222,2008
Bay,,2008-07-21,2,5.6,8.5,0.6,0.7,28,,83,0:00,S. Poe,,,28.33333333,2008
Bay,,2008-08-07,3,6.6,8,0.7,0.7,26,,78,0:00,S. Poe,,,25.55555556,2008
Bay,,2008-08-21,,5.9,8,0.6,0.6,23,,75,0:00,S. Poe,,,23.88888889,2008
Bay,,2008-09-09,2,4.5,6,0.7,0.825,25,,73,0:00,S. Poe,,,22.77777778,2008
Bay,,2008-09-23,3,3.7,8,1,1,20,,68,0:00,S. Poe,,,20,2008
Bay,,2008-10-09,0,5.3,7,0.5,0.6,20,,68,0:00,S. Poe,,,20,2008
Bay,,2008-10-28,3,7,7.5,0.7,0.9,11,,45,0:00,S. Poe,,,7.222222222,2008
Bay,,2008-11-06,3,5.9,7,0.2,0.3,20,,59,0:00,S. Poe,,,15,2008
Bay,,2008-11-18,1,9.3,7,0.7,0.7,9,,41,0:00,S. Poe,,,5,2008
Bay,,2008-12-04,1,6.6,7,0.7,0.7,7,,47,0:00,S. Poe,,,8.333333333,2008
Bay,,2008-12-16,1,5.6,6.5,0.6,0.85,12,,49,0:00,S. Poe,,,9.444444444,2008
A,,2009-01-08,,,6.5,0.7,0.7,0.9,,43.7,16:48,Not Recorded,,,6.5,2009
A,,2009-01-27,0,6.9,6.5,0.5,0.8,4,,38,0:00,Not Recorded,,,3.333333333,2009
A,,2009-02-05,0,,6.5,0.4,0.4,2,,26,0:00,Not Recorded,,,-3.333333333,2009
A,,2009-02-19,0,5.2,6.5,0.8,0.9,10,,55,0:00,Not Recorded,,,12.77777778,2009
A,,2009-03-05,,,6.5,0.75,0.75,8,,40,0:00,Not Recorded,,,4.444444444,2009
A,,2009-03-17,,7.1,6.5,0.6,8.5,9,,46,0:00,Not Recorded,,,7.777777778,2009
A,,2009-04-05,0,,7,0.5,0.8,15,,48,0:00,Not Recorded,,,8.888888889,2009
A,,2009-04-21,0,3.7,6.5,0.4,0.6,19,,61,0:00,Not Recorded,,,16.11111111,2009
A,,2009-05-07,0,,6.5,0.4,0.6,22,,69,0:00,Not Recorded,,,20.55555556,2009
A,,2009-05-21,0,4.1,7,0.5,0.7,21,,61,0:00,Not Recorded,,,16.11111111,2009
A,,2009-06-02,0,,7,0.5,0.5,27,,76,0:00,Not Recorded,,,24.44444444,2009
A,,2009-06-23,0,4.2,7,0.5,0.5,16,,73,0:00,Not Recorded,,,22.77777778,2009
A,,2009-07-07,0,,6.5,0.6,0.6,28,,76,0:00,Not Recorded,,,24.44444444,2009
A,,2009-07-21,0,3.2,6.5,0.45,0.45,27,,72,0:00,Not Recorded,,,22.22222222,2009
A,,2009-08-04,0,,6.5,0.5,0.5,30,,82,0:00,Not Recorded,,,27.77777778,2009
A,,2009-08-20,0,3.5,6.5,0.5,0.5,29,,80,0:00,Not Recorded,,,26.66666667,2009
A,,2009-09-01,0,,6.5,0.3,0.6,23,,70,0:00,Not Recorded,,,21.11111111,2009
A,,2009-09-17,0,1.9,6.5,0.3,0.6,24,,70,0:00,Not Recorded,,,21.11111111,2009
A,,2009-10-01,0,,6.5,0.5,0.7,20,,69,0:00,Not Recorded,,,20.55555556,2009
A,,2009-10-20,0,6.3,6.5,0.5,0.5,14,,42,0:00,Not Recorded,,,5.555555556,2009
A,,2009-11-05,0,5.9,,0.5,0.5,16,,60,0:00,Not Recorded,,,15.55555556,2009
A,,2009-11-20,0,,6.5,0.5,0.8,15,,58,0:00,Not Recorded,,,14.44444444,2009
A,,2009-12-01,0,6.4,6.5,0.7,0.7,12,,46,0:00,Not Recorded,,,7.777777778,2009
A,,2009-12-15,1,,6.5,0.5,0.8,11,,51,0:00,Not Recorded,,,10.55555556,2009
B,,2009-01-08,,,6.5,0.5,0.5,8,,43,0:00,Not Recorded,,,6.111111111,2009
B,,2009-01-27,0,8,7,0.3,0.3,4,,38,0:00,Not Recorded,,,3.333333333,2009
B,,2009-02-05,0,,7,0.4,0.4,1,,26,0:00,Not Recorded,,,-3.333333333,2009
B,,2009-02-19,0,8,7,0.25,0.25,10,,55,0:00,Not Recorded,,,12.77777778,2009
B,,2009-03-05,0,,7,0.2,0.2,8,,40,0:00,Not Recorded,,,4.444444444,2009
B,,2009-03-17,,8.6,7,0.45,0.45,9,,44,0:00,Not Recorded,,,6.666666667,2009
B,,2009-04-05,0,,7.5,0.2,0.2,13,,48,0:00,Not Recorded,,,8.888888889,2009
B,,2009-04-21,0,5.3,8,0.4,0.6,21,,62,0:00,Not Recorded,,,16.66666667,2009
B,,2009-05-07,0,,7,0.1,0.3,22,,69,0:00,Not Recorded,,,20.55555556,2009
B,,2009-05-21,0,4.8,9,0.1,0.3,20,,61,0:00,Not Recorded,,,16.11111111,2009
B,,2009-06-02,0,,7,0.9,0.9,28,,76,0:00,Not Recorded,,,24.44444444,2009
B,,2009-06-23,0,0.8,8.5,0.2,0.2,27,,73,0:00,Not Recorded,,,22.77777778,2009
B,,2009-07-07,0,,7,0.2,0.2,27,,76,0:00,Not Recorded,,,24.44444444,2009
B,,2009-07-21,0,1.8,7,0.5,0.5,25,,72,0:00,Not Recorded,,,22.22222222,2009
B,,2009-08-04,0,,7.5,0.28,0.28,30,,82,0:00,Not Recorded,,,27.77777778,2009
B,,2009-08-20,0,4.3,7.5,0.4,0.4,29,,81,0:00,Not Recorded,,,27.22222222,2009
B,,2009-09-01,0,,7.5,0.5,0.6,21,,70,0:00,Not Recorded,,,21.11111111,2009
B,,2009-09-17,0,1.1,6.5,0.1,0.6,24,,78,0:00,Not Recorded,,,25.55555556,2009
B,,2009-10-01,0,,6.5,0.5,0.5,20,,69,0:00,Not Recorded,,,20.55555556,2009
B,,2009-10-20,0,6.8,7,0.5,0.5,13,,58,0:00,Not Recorded,,,14.44444444,2009
B,,2009-11-05,0,,7,0.6,0.6,17,,60,0:00,Not Recorded,,,15.55555556,2009
B,,2009-11-20,0,,6.5,0.48,0.48,16,,58,0:00,Not Recorded,,,14.44444444,2009
B,,2009-12-01,0,5.3,7,0.58,0.58,10,,47,0:00,Not Recorded,,,8.333333333,2009
B,,2009-12-15,1,,6.5,0.4,0.4,10,,51,0:00,Not Recorded,,,10.55555556,2009
C,,2009-01-08,,5.9,6.5,0.5,0.5,8.5,,46,0:00,Not Recorded,,,7.777777778,2009
C,,2009-01-27,0,,7,0.5,0.5,4,,38,0:00,Not Recorded,,,3.333333333,2009
C,,2009-02-05,0,8.4,7,0.5,0.5,1,,26,0:00,Not Recorded,,,-3.333333333,2009
C,,2009-02-19,0,,7,0.5,0.5,11,,55,0:00,Not Recorded,,,12.77777778,2009
C,,2009-03-05,0,7.5,6.5,0.5,0.5,8,,40,0:00,Not Recorded,,,4.444444444,2009
C,,2009-03-17,,,7,0.6,0.6,9,,44,0:00,Not Recorded,,,6.666666667,2009
C,,2009-04-05,0,5.3,6.5,0.5,0.5,12,,48,0:00,Not Recorded,,,8.888888889,2009
C,,2009-04-21,0,,8.5,0.35,0.35,20,,63,0:00,Not Recorded,,,17.22222222,2009
C,,2009-05-07,0,6,,0.4,0.4,22,,70,N/A,Not Recorded,,,21.11111111,2009
C,,2009-05-21,0,,8,0.4,0.4,20,,62,0:00,Not Recorded,,,16.66666667,2009
C,,2009-06-02,,3.9,9,0.4,0.4,28,,75,0:00,Not Recorded,,,23.88888889,2009
C,,2009-06-23,0,,9,0.4,0.8,30,,74,0:00,Not Recorded,,,23.33333333,2009
C,,2009-07-07,0,4.2,6.5,0.35,0.35,26,,75,0:00,Not Recorded,,,23.88888889,2009
C,,2009-07-21,0,,7,0.5,0.5,26,,73,0:00,Not Recorded,,,22.77777778,2009
C,,2009-08-04,0,2.5,,0.4,0.4,28,,80,0:00,Not Recorded,,,26.66666667,2009
C,,2009-08-20,0,,7.5,,,29,,81,0:00,Not Recorded,,,27.22222222,2009
C,,2009-09-01,0,4.6,7.5,0.6,0.6,22,,70,0:00,Not Recorded,,,21.11111111,2009
C,,2009-10-01,0,4.2,7,0.3,0.3,21,,69,0:00,Not Recorded,,,20.55555556,2009
C,,2009-10-20,0,,7,0.25,0.25,14.5,,58,0:00,Not Recorded,,,14.44444444,2009
C,,2009-11-05,0,,7.5,0.5,0.5,17,,60,0:00,Not Recorded,,,15.55555556,2009
C,,2009-11-20,0,5.3,6.5,0.5,0.5,16,,58,0:00,Not Recorded,,,14.44444444,2009
C,,2009-12-01,0,,6.5,0.5,0.5,12,,48,0:00,Not Recorded,,,8.888888889,2009
C,,2009-12-15,2,6.3,6.5,0.67,0.67,11,,51,0:00,Not Recorded,,,10.55555556,2009
D,,2009-01-08,,6.1,6.5,0.3,1.6,9,,46,0:00,Not Recorded,,,7.777777778,2009
D,,2009-01-27,0,,6.5,0.6,1.5,4,,38,0:00,Not Recorded,,,3.333333333,2009
D,,2009-02-05,0,9.7,6.5,0.7,1.4,2,,26,0:00,Not Recorded,,,-3.333333333,2009
D,,2009-02-19,0,,6.5,1.9,2.5,9,,56,0:00,Not Recorded,,,13.33333333,2009
D,,2009-03-05,0,8,7,0.9,1.6,,,40,0:00,Not Recorded,,,4.444444444,2009
D,,2009-03-17,,,6.5,0.7,1.6,9,,44,0:00,Not Recorded,,,6.666666667,2009
D,,2009-04-05,0,6.7,6.5,0.5,1.5,14,,48,0:00,Not Recorded,,,8.888888889,2009
D,,2009-04-21,0,,6.5,0.7,1.6,18,,63,0:00,Not Recorded,,,17.22222222,2009
D,,2009-05-07,0,5,7,0.6,1.7,23,,70,0:00,Not Recorded,,,21.11111111,2009
D,,2009-05-21,0,,6.5,0.5,1.6,22,,62,0:00,Not Recorded,,,16.66666667,2009
D,,2009-06-02,0,4,6.5,0.7,1.5,26,,73,N/A,Not Recorded,,,22.77777778,2009
D,,2009-06-23,0,,6.5,0.7,1.6,27,,74,0:00,Not Recorded,,,23.33333333,2009
D,,2009-07-07,0,4,6.5,1.6,1.7,26,,75,0:00,Not Recorded,,,23.88888889,2009
D,,2009-07-21,0,,6.5,0.7,1.3,26,,73,0:00,Not Recorded,,,22.77777778,2009
D,,2009-08-04,0,4.8,6.5,0.7,1.4,,,80,0:00,Not Recorded,,,26.66666667,2009
D,,2009-08-20,0,,7.5,0.8,1.4,30,,81,0:00,Not Recorded,,,27.22222222,2009
D,,2009-09-01,1,7.7,6,0.5,1.5,21,,70,0:00,Not Recorded,,,21.11111111,2009
D,,2009-09-17,0,,6.5,0.5,2.6,23,,70,0:00,Not Recorded,,,21.11111111,2009
D,,2009-10-01,0,3.8,6,1.6,1.7,20,,69,0:00,Not Recorded,,,20.55555556,2009
D,,2009-10-20,0,,6.5,1.4,1.5,14,,58,0:00,Not Recorded,,,14.44444444,2009
D,,2009-11-05,0,,6.5,0.1,1.5,16,,60,0:00,Not Recorded,,,15.55555556,2009
D,,2009-11-20,0,6,6,0.8,1.6,15,,58,0:00,Not Recorded,,,14.44444444,2009
D,,2009-12-01,0,,6,1.2,1.6,12,,48,0:00,Not Recorded,,,8.888888889,2009
D,,2009-12-15,2,7.2,5.5,1.3,1.65,10,,51,0:00,Not Recorded,,,10.55555556,2009
Bay,,2009-01-08,,6.1,7,0.15,0.7,8.5,,46,N/A,S. Poe,,,7.777777778,2009
Bay,,2009-01-27,0,6.4,7,0.03,0.03,5,,38,0:00,S. Poe,,,3.333333333,2009
Bay,,2009-02-05,1,9.1,7,0.3,0.3,2,,26,0:00,S. Poe,,,-3.333333333,2009
Bay,,2009-02-19,1,9,7,3.5,3.5,12,,55,0:00,S. Poe,,,12.77777778,2009
Bay,,2009-03-05,1,9,7,0.3,0.3,12,,40,0:00,S. Poe,,,4.444444444,2009
Bay,,2009-03-17,,6.6,7,0.3,0.3,9,,46,0:00,S. Poe,,,7.777777778,2009
Bay,,2009-04-05,0,7.5,7,0.3,0.8,15,,48,0:00,S. Poe,,,8.888888889,2009
Bay,,2009-04-21,0,6.3,7,0.5,0.8,,,61,0:00,S. Poe,,,16.11111111,2009
Bay,,2009-05-07,0,6.9,7,0.5,1.1,21,,69,0:00,S. Poe,,,20.55555556,2009
Bay,,2009-05-21,0,8.1,8.5,0.03,0.03,19,,60,0:00,S. Poe,,,15.55555556,2009
